AGE,SEX,VIP_LEVEL,LASTDAY_BUY_DIFF,PREFER_TYPE,LOGTIME_PREFER,USE_COUPON_BEFORE,ACTIVE_LEVEL,PUSH,CASE,PROPENSITY
18,0,2,177,9,2,1,4,1,0,0.5099126815078022
22,0,1,47,7,1,1,4,1,0,0.49082306191634223
21,1,3,117,5,1,1,2,1,1,0.4801455303362634
28,0,2,46,5,2,0,2,0,0,0.503815431330368
27,1,3,85,7,1,0,2,1,1,0.4858522212697998
23,1,2,17,9,3,1,4,0,0,0.5018748739060486
17,1,0,74,3,3,0,4,0,0,0.5334915499113924
23,1,1,98,8,3,1,2,1,1,0.49945058062971115
27,0,1,171,1,3,1,1,1,0,0.5067778325383033
27,1,0,75,10,1,0,2,1,1,0.48591054249198284
17,1,1,167,5,3,0,2,1,1,0.5271943132893342
18,1,1,98,4,2,1,1,1,1,0.49297889514021104
16,1,1,161,3,3,0,3,1,1,0.5335802000134858
26,0,2,115,8,3,0,3,0,0,0.5220189752928796
19,1,1,39,5,3,1,2,1,1,0.5037736077149944
30,0,2,50,5,2,1,4,0,0,0.4940709507622995
29,1,0,98,10,3,0,4,0,0,0.5154010069586359
21,1,1,34,1,1,0,3,0,0,0.5011185349992718
17,1,1,150,2,2,1,3,0,0,0.5058833563239106
20,0,0,90,4,3,0,2,0,0,0.5289571793351665
17,0,2,27,1,3,1,4,0,0,0.5223465413765308
25,1,1,66,1,3,0,1,1,1,0.5131053679149752
28,1,3,68,2,2,0,1,1,1,0.4955929996393482
21,1,0,128,3,1,0,3,0,0,0.5046476863214471
19,0,0,170,1,2,1,1,1,0,0.5052561896795765
16,0,1,121,10,1,0,2,0,0,0.5060690269413047
28,0,3,129,1,2,1,4,1,0,0.5021182439523659
28,0,0,100,10,2,1,3,1,0,0.49250261229556236
25,1,3,106,6,2,1,2,0,0,0.4857850838775084
27,1,0,29,6,3,1,4,0,0,0.5023482401235653
30,1,2,144,9,2,0,2,1,1,0.49589811111252347
18,0,3,121,1,1,0,1,1,0,0.5053049011959344
28,1,0,176,7,1,1,1,0,0,0.47233523009969225
27,1,3,81,4,2,1,4,0,0,0.491894993847669
30,0,2,152,5,3,0,1,0,0,0.5138095136083947
19,0,0,109,2,1,1,4,1,0,0.5020282737945669
29,0,2,101,3,3,1,3,1,0,0.5066273124143552
22,0,2,180,5,1,1,4,0,0,0.49738822959268497
22,1,0,163,1,1,0,4,0,0,0.510634133013984
22,0,1,119,9,2,0,1,0,0,0.5075917696084105
30,0,1,96,8,3,1,3,1,0,0.5021747889302216
19,0,2,83,1,1,0,4,0,0,0.515222716489482
27,1,1,132,1,1,0,2,0,0,0.4948256000806788
25,0,3,69,1,1,1,3,1,0,0.4874595351083816
27,0,0,137,2,2,1,2,0,0,0.497905381441253
23,0,1,58,10,1,1,1,0,0,0.47600210893763123
23,0,2,176,6,1,0,1,1,0,0.4990303235831472
21,1,1,135,2,3,1,2,1,1,0.5082539783491156
29,0,2,42,6,2,0,2,1,0,0.5016961194164437
23,0,0,59,7,1,1,1,0,0,0.4794830180435767
24,1,0,163,1,1,0,2,1,1,0.5005584179268099
20,0,0,96,2,3,0,4,0,0,0.538649213294966
28,0,1,27,6,3,1,4,1,0,0.5069047607427241
22,1,0,107,1,2,1,3,0,0,0.5001639496411904
26,0,1,119,3,3,1,1,1,0,0.5039502899765327
29,0,1,111,7,3,1,3,0,0,0.504783243399988
22,1,1,34,1,3,0,2,1,1,0.5189599274294027
29,1,0,117,6,2,0,2,1,1,0.5002497855193845
28,1,2,143,5,2,0,3,1,1,0.5052902391662192
22,1,2,70,5,3,1,1,0,0,0.49688197809913776
23,0,1,41,7,3,1,4,1,0,0.5123192718191035
25,1,3,156,9,3,1,1,0,0,0.49307710230917234
27,1,1,55,8,2,1,3,0,0,0.4855235050615319
17,0,2,139,5,3,0,3,1,0,0.5356001277580484
26,1,2,93,5,3,1,3,1,1,0.5012467171762499
23,1,0,25,1,2,1,3,1,1,0.49539469175018613
28,0,1,70,3,2,0,4,1,0,0.5153346792341135
19,0,2,147,6,2,1,1,0,0,0.49816569628585206
23,1,2,127,8,3,0,4,0,0,0.5230792199861016
26,0,3,146,2,1,1,1,0,0,0.4811166774707168
25,0,3,88,4,2,1,1,1,0,0.48945911072570464
26,1,0,16,6,1,0,1,0,0,0.48377072788682135
25,1,2,35,9,2,1,2,0,0,0.48116243258494823
25,1,0,169,9,1,1,1,0,0,0.4737496737322625
18,1,3,15,9,3,1,2,0,0,0.49858000048127177
18,1,0,62,2,2,0,3,1,1,0.517336824190001
21,0,1,84,9,3,1,4,1,0,0.5148370748507334
30,0,3,146,5,3,0,2,1,0,0.5164696987081898
30,1,0,31,8,2,1,1,1,1,0.47426159365244736
27,1,3,43,1,1,0,3,0,0,0.4928106369486539
30,0,0,36,1,1,1,2,1,0,0.47943180147453485
28,0,3,133,2,3,0,3,1,0,0.5244958543717493
30,1,2,57,4,2,1,3,0,0,0.48453467229948716
16,1,0,131,3,3,1,2,0,0,0.5138538420267332
25,1,1,133,7,2,1,4,0,0,0.49596861444198287
17,0,1,95,8,1,0,4,0,0,0.5132573458753187
20,1,2,107,5,1,1,2,1,1,0.48180757202682506
19,1,0,77,8,3,1,2,1,1,0.5039934531305366
30,0,0,70,9,2,1,2,1,0,0.48582932986978694
18,1,2,45,7,1,0,3,0,0,0.4990753504250995
16,1,0,128,4,3,1,1,1,1,0.508987996667676
22,0,0,144,3,1,0,1,1,0,0.5031596798452458
26,1,0,147,10,3,0,2,0,0,0.5131176003276599
17,1,0,138,6,3,1,2,0,0,0.5105878033061886
20,0,2,13,7,2,1,3,1,0,0.49809695522860775
16,1,3,22,4,2,1,3,0,0,0.49770255991731227
23,1,1,104,3,2,1,1,0,0,0.48845338865670934
29,0,2,1,2,3,0,2,1,0,0.5145888085996552
24,0,0,53,3,2,1,4,1,0,0.5045504536277758
19,0,0,156,8,3,1,1,1,0,0.510344445948677
28,0,3,85,7,1,1,4,0,0,0.48380902670634635
21,1,0,42,2,3,0,1,1,1,0.5166927865286249
18,0,1,74,6,3,1,4,0,0,0.5202101388524749
22,1,1,54,10,2,1,3,1,1,0.4894515732113019
23,1,1,68,1,1,1,4,1,1,0.4887936941526061
30,1,1,162,6,1,1,1,0,0,0.46931010670210244
23,0,2,71,5,2,0,3,0,0,0.5144522554348201
21,0,2,15,8,1,0,1,0,0,0.49247798634657397
28,1,1,29,3,1,0,3,1,1,0.4914011922597146
16,0,3,135,3,3,0,4,0,0,0.5410796425023036
26,0,1,122,6,1,1,3,1,0,0.4865733073412298
21,0,0,144,3,2,1,2,0,0,0.5041330979556927
27,0,0,151,9,1,0,4,1,0,0.5046928187388741
23,0,3,163,10,1,1,2,1,0,0.4826032438513943
18,0,0,64,3,3,0,2,1,0,0.5308581000515034
19,0,1,132,2,1,1,3,0,0,0.498148476848133
19,1,3,94,1,2,0,2,1,1,0.5115852599821207
16,1,1,179,6,2,0,2,0,0,0.516607827405729
17,0,0,37,3,1,0,3,0,0,0.5118438848648228
17,0,2,31,7,2,0,4,0,0,0.5216774323023768
29,1,3,151,1,3,0,2,1,1,0.5143372506109583
29,0,3,90,7,3,1,3,1,0,0.5018762080211338
25,1,2,38,3,2,1,4,0,0,0.4940328840871241
28,0,3,86,6,3,0,2,0,0,0.5152287707831822
20,1,1,149,4,3,1,3,0,0,0.5122757171746125
17,0,0,49,10,3,1,2,1,0,0.5101092920951739
29,1,1,27,10,2,1,1,1,1,0.4725865718665618
24,0,3,148,8,3,0,4,1,0,0.5286440641905126
26,1,3,118,10,3,0,4,0,0,0.5166970022965389
21,1,2,139,7,2,1,2,1,1,0.49190756409173536
23,0,3,169,10,1,1,3,1,0,0.48678222787262404
18,1,0,124,7,3,1,4,0,0,0.5158521356859864
16,0,1,34,2,3,1,3,1,0,0.5200361993949632
28,0,3,93,9,2,0,4,0,0,0.5094745208513001
29,0,3,126,6,3,1,1,1,0,0.4964640555318415
22,1,1,106,6,2,1,4,1,1,0.49895437467987236
28,0,2,157,9,1,0,4,1,0,0.5018639860101255
30,1,1,172,1,1,1,4,1,1,0.4855630678691633
27,0,2,160,6,3,1,4,1,0,0.5129532156571341
18,0,0,149,1,3,1,2,1,0,0.5207936742399318
27,1,3,73,6,2,0,4,1,1,0.5054102170483852
26,1,2,4,2,2,1,3,0,0,0.4883028962014029
17,1,2,5,1,2,1,2,0,0,0.49535133216416793
17,1,3,154,2,1,0,3,0,0,0.5081527564687549
17,1,3,37,5,2,1,4,1,1,0.5003442471136826
20,1,2,26,9,3,1,4,1,1,0.5056426157940502
18,0,2,63,4,2,0,3,1,0,0.5205207307162877
21,0,1,7,3,3,1,2,0,0,0.5084974773445275
29,1,0,140,10,3,1,1,0,0,0.4900170616177652
26,1,1,47,4,1,1,2,0,0,0.47422411146434507
25,0,2,49,6,3,0,3,1,0,0.5218444695560055
25,0,2,104,10,3,0,2,1,0,0.51710599184658
16,1,3,41,5,2,0,4,1,1,0.517147745576345
18,0,2,38,9,3,1,4,1,0,0.5151720937376705
20,0,2,167,8,2,0,4,0,0,0.5235353770109835
16,1,0,180,10,1,1,4,0,0,0.49524735331731856
20,1,2,38,9,3,0,4,1,1,0.5216727093846013
26,1,3,33,4,2,0,2,1,1,0.4985597207868795
25,0,2,70,6,2,1,2,1,0,0.4919226045413275
17,0,0,87,5,2,1,2,1,0,0.5044505442847953
25,0,0,75,5,2,0,3,1,0,0.5143583169860725
28,1,2,136,1,3,0,3,0,0,0.5196891698717532
29,0,1,85,10,2,1,2,0,0,0.4858134831769888
30,0,0,61,4,1,0,2,0,0,0.49358539059570017
19,0,0,39,1,1,1,1,1,0,0.48798810913461177
25,1,0,93,6,3,0,3,0,0,0.5190241803165092
19,1,2,97,6,1,1,4,0,0,0.4894921838776749
17,0,0,176,10,3,1,2,0,0,0.515753573622972
20,0,3,32,7,2,1,2,0,0,0.4940395183433281
27,1,1,37,5,3,1,2,1,1,0.4947043647220586
24,0,0,62,3,2,1,2,1,0,0.4971186943814557
26,1,3,141,4,3,1,2,0,0,0.4992976534574938
21,1,0,37,4,2,1,3,0,0,0.49571674276789657
28,0,2,91,7,3,0,2,0,0,0.515618467038347
22,0,1,77,10,1,0,1,1,0,0.49346135590887247
21,0,1,50,8,2,0,2,1,0,0.5103797727511267
16,0,1,36,10,2,1,2,1,0,0.4982239057880961
23,1,1,43,5,3,1,2,1,1,0.49946129015404506
29,1,0,60,8,1,1,2,1,1,0.4691618297966795
29,1,0,128,5,3,0,4,1,1,0.5208226075956279
18,1,1,113,1,2,0,4,0,0,0.5233433253611111
17,0,0,64,7,1,1,1,0,0,0.486432613677036
29,0,1,19,10,3,1,2,0,0,0.4943192483409203
29,0,2,38,7,1,0,2,0,0,0.48925639841339086
26,0,2,120,2,1,0,4,0,0,0.5081952933341426
28,1,2,94,7,1,1,3,1,1,0.47454111194452625
25,1,0,13,5,1,0,4,1,1,0.4973213820454492
28,0,2,3,6,1,0,2,0,0,0.4896411445209465
20,0,2,73,3,3,1,1,0,0,0.5076528075868557
20,0,3,91,8,2,0,1,0,0,0.5074373749880771
24,1,0,148,5,2,1,4,0,0,0.5003826446131524
16,1,3,148,1,1,0,2,1,1,0.5059117606316639
19,0,2,89,3,2,0,3,1,0,0.5213718865268344
24,0,0,69,7,3,0,3,0,0,0.5250038641737055
29,0,3,108,10,3,0,1,0,0,0.5078969200190377
24,1,1,30,7,3,0,1,0,0,0.5077157955043994
16,1,3,56,9,1,1,3,0,0,0.4836812880413221
23,1,3,55,9,2,1,3,1,1,0.4872203781847283
28,1,3,156,7,3,0,1,1,1,0.506856110135311
18,0,0,64,8,1,1,2,0,0,0.48840596366827344
29,1,1,125,7,1,1,4,1,1,0.4796890673958903
27,1,2,55,9,2,0,2,0,0,0.4953077379797689
24,0,3,111,2,3,0,3,1,0,0.5279980310507181
24,1,3,126,2,1,1,1,0,0,0.4757273844328205
22,0,1,98,10,2,1,4,1,0,0.5020779888901856
16,0,1,54,6,3,1,2,1,0,0.513741191623645
20,0,0,43,4,2,1,3,0,0,0.503861047830178
24,1,1,26,9,2,0,1,0,0,0.4944563386258161
29,0,1,98,6,3,0,1,0,0,0.5126990035649139
16,1,3,116,5,1,1,2,0,0,0.4857073600865379
27,0,2,180,9,3,1,4,0,0,0.5113868675215072
30,1,0,89,9,2,1,1,1,1,0.4760177805283747
22,0,3,103,4,2,1,4,1,0,0.5052404356051088
18,1,3,61,8,3,0,3,1,1,0.5208584253316634
23,0,1,38,10,1,0,1,0,0,0.4906050563570718
28,0,0,40,5,1,0,2,1,0,0.494077600866169
17,0,3,124,6,3,1,3,1,0,0.5176707133783438
24,1,3,110,7,2,1,4,1,1,0.4940952530783478
23,1,3,33,7,2,1,4,0,0,0.4917938357467157
20,0,3,3,1,2,0,4,1,0,0.5209925901261665
23,1,1,60,9,1,0,4,1,1,0.4973944939526492
21,0,2,107,2,1,0,1,0,0,0.5014824568747808
17,0,2,127,5,2,1,3,1,0,0.5081717266036446
17,0,1,118,7,1,1,1,0,0,0.4878466236097496
26,1,0,107,10,2,0,3,0,0,0.503813117818499
28,1,1,56,10,1,1,2,1,1,0.4674888036215387
25,0,2,123,7,1,1,4,1,0,0.4898490753660461
26,0,0,17,4,3,1,2,1,0,0.5034978191979336
29,1,0,109,7,1,0,3,1,1,0.4915474045621459
27,1,0,144,6,1,0,2,0,0,0.4922517559905935
21,1,3,65,2,3,0,1,1,1,0.5147577454924701
22,1,3,131,3,2,0,2,0,0,0.5082265640310111
21,0,3,49,9,2,0,2,0,0,0.5075440716299634
26,0,2,6,5,3,0,4,1,0,0.5235410436246717
28,1,0,105,4,1,0,1,1,1,0.4871186957516565
30,1,2,4,5,2,1,1,0,0,0.4735462804254576
26,1,0,77,5,2,1,3,1,1,0.49106475576604885
22,1,2,112,9,3,0,3,0,0,0.5188072207168352
30,1,0,46,10,2,0,1,0,0,0.4887797392011696
21,0,2,107,1,2,1,4,0,0,0.509983126184033
28,0,3,57,4,1,1,4,0,0,0.48501933981718354
20,1,1,56,9,1,0,2,1,1,0.4927526194428917
27,0,3,80,7,2,1,4,0,0,0.4961482166077083
20,0,0,18,4,3,0,3,1,0,0.5296687302247313
19,1,3,64,2,3,1,2,1,1,0.5053688217262665
28,0,3,97,9,3,0,4,0,0,0.5210856083133852
26,0,1,140,5,2,0,4,1,0,0.5190507110184227
24,0,0,65,10,2,0,1,1,0,0.5031133092330244
17,0,1,118,4,3,0,2,0,0,0.5325697867284268
20,1,1,39,7,1,0,2,0,0,0.49363423869243905
21,1,1,39,8,2,1,3,0,0,0.4915441145189594
22,0,3,146,2,1,0,4,1,0,0.5128531702069125
21,0,2,79,10,3,1,1,0,0,0.50106526681529
17,1,0,161,6,3,0,4,0,0,0.5348973816379375
19,0,2,111,9,1,0,1,0,0,0.4981730979663582
28,1,3,29,2,2,1,3,0,0,0.4861843566068506
29,1,1,136,5,2,0,2,1,1,0.5009270782225373
18,0,1,117,4,2,0,3,1,0,0.5239022098813001
29,0,3,50,2,3,0,4,1,0,0.5236001584614223
28,0,1,108,6,1,1,2,1,0,0.4797972263335069
28,0,2,136,1,3,1,4,1,0,0.5148563844140657
29,0,0,132,5,1,0,1,0,0,0.49313064799824574
29,1,2,41,5,2,1,2,1,1,0.48021606473980183
17,1,2,101,1,2,0,4,0,0,0.522946452020889
24,1,0,116,9,3,0,2,1,1,0.5148016668039781
17,1,1,12,7,1,1,1,0,0,0.47639254093904776
22,0,3,161,10,1,0,1,1,0,0.49522366113341265
18,1,3,97,2,2,0,1,0,0,0.5081076102973248
27,0,3,170,2,3,0,2,0,0,0.5233504802604675
24,1,3,10,5,2,0,4,1,1,0.5067948141695529
21,1,3,24,9,3,1,4,1,1,0.5034446676215234
19,1,3,179,8,1,0,4,0,0,0.5060224783509166
20,0,2,69,1,2,0,4,1,0,0.5249061667693348
22,1,1,30,2,3,0,4,1,1,0.5257815060350508
29,1,2,177,10,1,0,1,0,0,0.4823160141049072
25,0,3,28,2,3,0,3,1,0,0.5231968236242075
23,0,1,40,9,3,1,2,1,0,0.5028072550605298
21,0,2,37,10,1,1,3,1,0,0.4841457348812899
26,1,2,44,1,2,1,3,0,0,0.49089961720376585
25,0,2,88,6,3,0,2,1,0,0.5196666056609681
22,0,1,76,10,3,1,4,0,0,0.512541527906349
17,0,0,111,4,3,0,2,0,0,0.5332421637964124
19,0,2,173,4,3,0,4,1,0,0.539579444572219
21,1,1,16,5,2,0,4,1,1,0.5124004730738181
24,0,1,150,4,1,0,2,1,0,0.5032919308464167
30,1,1,54,3,2,1,1,1,1,0.4783831546131786
